03, 29.453125
04, 172.478515625
05, 68.8828125
07, 44.0859375
08, 47.6875
10, 77.3515625
11, 103.853515625
13, 66.03515625
16, 100.978515625
17, 76.458984375
20, 92.76953125
23, 66.580078125
24, 160.806640625
25, 38.546875
27, 94.970703125
28, 126.537109375
29, 83.9609375
30, 85.427734375
31, 72.0078125
32, 70.041015625
37, 41.30859375
38, 49.943359375
39, 83.427734375
40, 24.09375
41, 62.2734375
42, 97.16015625
44, 63.15234375
45, 62.890625
48, 39.56640625
50, 56.083984375
51, 204.892578125
52, 99.177734375
53, 69.37890625
54, 30.90625
